rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
301,opcionempleo::55093,opcionempleo,Gerente de Finanzas para Financiera Cautiva (Malvinas Argentinas),FARALLO ERIKA,Finanzas / CAPEX,"Buenos Aires, Argentina",,https://www.opcionempleo.com.ar/jobad/ar5a28be46c8c32ccb55093a3665ef9454,0.0675090635761338,es
302,opcionempleo::jobadar2d5977dac22c51ee0aaec721dd7800de,opcionempleo,Analista Sr De Compras Caballito,C&R Consultores Organizacionales,Compras / Procurement,CABA,,https://www.opcionempleo.com.ar/jobad/ar2d5977dac22c51ee0aaec721dd7800de,0.06740363741231353,es
303,opcionempleo::jobadar7b7ad4a4b3f5fe411ee527df39d184f9,opcionempleo,Analista Compras Jr (Buenos Aires),Con Mor,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7b7ad4a4b3f5fe411ee527df39d184f9,0.06737090547755868,es
304,opcionempleo::980754,opcionempleo,Adm de Compras y Mantenimiento (Buenos Aires),CONESA EZEQUIEL,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar98e5854b980754b715d9a55b5dde4faa,0.0673098766781736,es
305,opcionempleo::jobadar02adc400af7e173b90fbc3b3ba90c788,opcionempleo,Supply Chain Finance Analyst (Mercedes) (Argentina),Mars,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar02adc400af7e173b90fbc3b3ba90c788,0.06730827142640369,es
306,opcionempleo::59049,opcionempleo,Analista De Control De Gestión Y Presupuestos Semi Sr Buenos Aires,INSTITUTO CARDIOVASCULAR DE BUENOSA AIRES,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are0ec59049b5f0c4ef73d46c582eb5edf,0.06728264309420184,es
307,opcionempleo::347982,opcionempleo,Especialista de Compras (Buenos Aires),MercadoLibre,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara7d37cd0e0fc9925dad4d25d8b347982,0.0671414508522227,es
308,opcionempleo::jobadar8c029e55d0a09b86ae14f02cb5304a72,opcionempleo,Activador Supply Chain (Zona Sur) - Jp Molinos Rio (Buenos Aires),Inspired Way,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8c029e55d0a09b86ae14f02cb5304a72,0.06704257530195583,es
309,opcionempleo::jobadaraef2aa2857e5afa47c65aefd4ae2a78f,opcionempleo,Analista de Finanzas (Buenos Aires),Danone,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/araef2aa2857e5afa47c65aefd4ae2a78f,0.0670337934075331,es
310,opcionempleo::6010124084,opcionempleo,Jefe de Administración y Finanzas (Buenos Aires),Impulsando Lideres,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard6010124084baa24f986eba912ae0224,0.06703300929486429,es
311,opcionempleo::jobadarc6cc1b0d1c64a87c9001a35f09cb98a6,opcionempleo,Commercial Analyst,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc6cc1b0d1c64a87c9001a35f09cb98a6,0.0670022710254215,es
312,opcionempleo::2157568,opcionempleo,Auditor de Procesos It (Buenos Aires),Eym Consultora,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar564fcc2157568f30684db4c0153484a6,0.06688738580030541,es
313,opcionempleo::06503,opcionempleo,Gerente de Operaciones de Complejo de Entretenimiento,Cines Dino,Gerente de Operaciones,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar6d488d6ea2475b7ab35d12a06503adbc,0.06683331005941917,es
314,opcionempleo::208495,opcionempleo,Analista Sr Control de Gestión (Buenos Aires),L'Oréal,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar208495cbd50265079da20557b26e035b,0.0666150223146638,es
315,opcionempleo::6589056165,opcionempleo,Commercial Analyst,Delivery Hero,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0d22d0ca019a6589056165e5d86fd78a,0.06643875975742647,es
316,opcionempleo::96551,opcionempleo,Jefe De Operaciones Y Ventas – Shopping Mendoza,Grupo Gestión,Gerente de Operaciones,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar96551de76b14d7b01eb9237a0bebdfea,0.0664288213561494,es
317,opcionempleo::jobadar6b2b1e8fc7cea815cdd8ca9466fa1ca3,opcionempleo,Analista de Compras Semi Sr (Rosario),Louis Dreyfus Company,Compras / Procurement,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar6b2b1e8fc7cea815cdd8ca9466fa1ca3,0.06631364171339106,es
318,opcionempleo::028542,opcionempleo,Supervisor de Finanzas (Buenos Aires),Suizo Argentina,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6f84f5ae028542ed64444ab5a7c36a2e,0.06617247998439306,es
319,opcionempleo::3182782,opcionempleo,Analista de Sistemas – TMS (Supply Chain Platform) (Retiro),Experis,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar22d3182782d09e41376d9f743e9fee46,0.06609219020543783,es
320,opcionempleo::jobadar51bdcb601d06ac646f0f3be0d002fb90,opcionempleo,Líder de Supply Chain - Estrategia y Optimización (Benavidez),Nosotros,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar51bdcb601d06ac646f0f3be0d002fb90,0.06601506692863827,es
321,opcionempleo::jobadara1214eadcc31ac08efee00a6d22e6499,opcionempleo,"Ingeniero a Industrial o Carreras Afines Dirección, Planificación y ejecución de programas",Eduardo Stertz e Hijos S.R.L,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ara1214eadcc31ac08efee00a6d22e6499,0.06600733937794818,es
322,opcionempleo::6187870,opcionempleo,Ingeniero de Ciberseguridad OT / ICS – Proyecto Industrial,MaxIT Consulting - Max Corporate Group,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0a6187870a34d398670f6312add7f2d4,0.06593475244914129,es
323,opcionempleo::jobadar4e812d19ecf9276f73c00db4f0ea83f7,opcionempleo,Desarrollador RPA Semi Senior - TAX,BDO,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4e812d19ecf9276f73c00db4f0ea83f7,0.0658787685969371,es
324,bumeran::1118173915,bumeran,Analista de Compras,www.hubrh.com.ar,Compras / Procurement,"Tigre, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-www.hubrh.com.ar-1118173915.html,0.06584714596882547,es
325,opcionempleo::35845,opcionempleo,Especialista de Administración y Finanzas para cadena de heladerías en Argentina (Buenos Aires),Palermo Advisors,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar77b5d35845d661b519745337ec693710,0.0657681030861673,es
326,bumeran::1118190794,bumeran,GERENTE DE ADMINISTRACIÓN Y FINANZAS,NISSAN AUTOFERRO,Finanzas / CAPEX,CABA,Presencial,https://www.bumeran.com.ar/empleos/gerente-de-administracion-y-finanzas-nissan-autoferro-1118190794.html,0.06551554218312453,es
327,opcionempleo::jobadar5a2d9ca09bb4d2489d426abd84b1a814,opcionempleo,Ingeniero ‏ (a) Industrial Jr (Chivilcoy),Henkel,Ingeniero Industrial,"Chivilcoy, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar5a2d9ca09bb4d2489d426abd84b1a814,0.06501591565537862,es
328,opcionempleo::87607,opcionempleo,Coordinador/a de Compras,Avalian,Compras / Procurement,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar554aec87607e76c1918c348244236605,0.06489825341119627,es
329,opcionempleo::2765349,opcionempleo,Analista Control de Gestion (Concepción del Uruguay),Molinos Rio de la Plata,Control de Gestión,"Concepción del Uruguay, Entre Ríos",,https://www.opcionempleo.com.ar/jobad/ar7eb39a1b2765349e4dca5f25718081d1,0.06471766292459114,es
330,workana::optimizacion-integral-de-e-commerce-shopify-para-rendimiento-y-escalabilidad,workana,Optimización Integral de E-commerce Shopify para Rendimiento y Escalabilidad,Freelancer L. A.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/optimizacion-integral-de-e-commerce-shopify-para-rendimiento-y-escalabilidad,0.06471757295545981,es
331,opcionempleo::32279,opcionempleo,Activador Supply Chain (Zona Sur) - Jp Molinos Rio (Burzaco),Inspired Way,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar32279f99c151a310585a8f710889269d,0.06450105859481828,es
332,opcionempleo::4136152,opcionempleo,Analista de Business Intelligence (BI) // BI Engineer (San Isidro),BITEL,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6011e4136152ae678883576bd37489ee,0.06422820193924651,es
333,opcionempleo::68372,opcionempleo,10OES / Ingeniero de Procesos y Costos / Mar del Plata / Presencial,Cona Consultores,Ingeniero Industrial,"Mar del Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar68372c0797f29bd088d98211ebd1b990,0.06422310181190673,es
334,bumeran::1118178971,bumeran,Jefe de Compras-Paso de los Libres,Confidencial,Compras / Procurement,"Paso de Los Libres, Corrientes",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-compras-paso-de-los-libres-1118178971.html,0.06420019589330926,es
335,opcionempleo::jobadar095bd6e0e0d36b2f721a697f671a923c,opcionempleo,ANALISTA DE COMPRAS (Tres de Febrero),SANATORIO MODELO DE CASEROS S,Compras / Procurement,"Tres de Febrero, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar095bd6e0e0d36b2f721a697f671a923c,0.06407832975672297,es
336,opcionempleo::jobadar8fddca0fbfb2002c2cd3e091b5ba8ee3,opcionempleo,Ingeniero Logístico (Pilar),Celsur Logística,Ingeniero Industrial,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar8fddca0fbfb2002c2cd3e091b5ba8ee3,0.06404752036248691,es
337,opcionempleo::jobadar39ccc16df500a8f055fd398ada6ffc9f,opcionempleo,Analista Sistemas / Business Intelligence / Hibrido / Zona Pilar (Buenos Aires),,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar39ccc16df500a8f055fd398ada6ffc9f,0.06403536137337655,es
338,opcionempleo::157152,opcionempleo,1310CC | INGENIERO DE PROCESOS Y COSTOS | MAR DEL PLATA | PRESENCIAL (General Pueyrredón),Cona Consultores,Ingeniero Industrial,"General Pueyrredón, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar181eea4d3b48a157152c5f2f5072b81d,0.0639693810378634,es
339,opcionempleo::89916,opcionempleo,Business Analyst (Buenos Aires),Stefanini,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc860e29b96bd574a89916c8955580f1c,0.06396387506812667,es
340,opcionempleo::642770,opcionempleo,Data Scientist (Buenos Aires),Aprende Institute,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar65e94d642770db3ccf010c0b5b72173c,0.06370189225986334,es
341,bumeran::1118198973,bumeran,"Analista de gestión presupuestaria, compras y administración",Confidencial,Compras / Procurement,"Loma Verde, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-gestion-presupuestaria-compras-y-administracion-1118198973.html,0.06354990259870917,es
342,opcionempleo::jobadarb328a8fe4da5d832c59b8af61a6dda52,opcionempleo,Analista Senior de Datos Business Intelligence (Buenos Aires),MercadoLibre,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb328a8fe4da5d832c59b8af61a6dda52,0.06349142529805138,es
343,linkedin::4399288077,linkedin,Senior Frontend Engineer MS047KA,Coderio | Software Company,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399288077,0.06343905139472483,es
344,bumeran::1118197959,bumeran,Analista de Control de Gestión,Confidencial,Control de Gestión,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-control-de-gestion-1118197959.html,0.06341065876175361,es
345,opcionempleo::1162685,opcionempleo,Assoc. Dir. Business and Market Intelligence (Buenos Aires),Merck,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbee3245b6a0cf9d9689acd7c1162685c,0.06338504437164594,es
346,opcionempleo::5864932390,opcionempleo,Jefe de Supply Chain,LA RURAL VINEDOS Y BODEGAS S.A LTDA.,Supply Chain,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar71c4001f5864932390c2c290d50a07d4,0.06335706301551426,es
347,opcionempleo::7935514752,opcionempleo,Software Engineer (Python / Django) - Remoto (Buenos Aires),ALIANTEC SOLUTIONS,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7935514752aa92df36d53504b41e51e3,0.06335044104364522,es
348,opcionempleo::433311,opcionempleo,Ingeniero/a de Procesos de Manufactura (Inglés Avanzado),Siemens,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar974d5f7310c0c9cefc4c6ebacf433311,0.0632810275071065,es
349,opcionempleo::90762,opcionempleo,Gerente de Operaciones (Malagueño),Cecilia Menta,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8470fde26d84dc90762e3d0ca9fec8ad,0.06323776704758147,es
350,opcionempleo::0528674,opcionempleo,"SAP FI Consultant | Hybrid, Finanzas (Sunchales)",Grupo Sancor Seguros,Finanzas / CAPEX,"Sunchales, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar0528674ecc8a5ae0f4ba76e56f8e9896,0.06291146313753974,es
351,opcionempleo::06909032,opcionempleo,Especialista Control De Gestión De Proyectos Buenos Aires (Argentina),Hidalgo & Asociados,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/are956c3d06909032a3fe3bd2a00e2efae,0.06289046875217671,es
352,opcionempleo::85888,opcionempleo,Team Leader de Producción,Ceta Capital Humano,Excel / VBA,"Villa Ortúzar, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/are3e3f1b92fa85888bcadd69c1fefe968,0.06268208082605015,es
353,opcionempleo::3997523,opcionempleo,Gerente de Operaciones Logísticas (Santa Fe),,Gerente de Operaciones,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar3997523d8bbc465e62676779a155b3e4,0.06259471377732284,es
354,opcionempleo::jobadar8b2c27d72fef086f016bd81cf1334e00,opcionempleo,Python Dev (Junior o Semisr) (Buenos Aires),Ana Tabanera IT Recruiting,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8b2c27d72fef086f016bd81cf1334e00,0.06248349532530215,es
355,bumeran::1118211338,bumeran,Coordinador/a de Supply Chain- Vicente Lopez,Adecco - Permanent Talent,Supply Chain,"Vicente López, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/coordinador-a-de-supply-chain-vicente-lopez-adecco-permanent-talent-1118211338.html,0.06238982731645117,es
356,opcionempleo::04780323,opcionempleo,Asistente de compras para desarrollo de productos Part Time (San Nicolás de Los Arroyos),Ceta Capital Humano,Compras / Procurement,"San Nicolás de los Arroyos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar07d8d04780323cd308d040fe969266a4,0.06238634913414408,es
357,opcionempleo::jobadarefeb2ca5a6ada39cf6fbf9ad5e118af5,opcionempleo,Analista De Control De Gestión Energía Y Operaciones Neuquén,Human Consulting,Control de Gestión,Neuquén,,https://www.opcionempleo.com.ar/jobad/arefeb2ca5a6ada39cf6fbf9ad5e118af5,0.06225279809985417,es
358,opcionempleo::13989,opcionempleo,Lead Cfs Process & Continuous Improvement (Buenos Aires),Cirion Technologies,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar377edce8910fd13989d9548db4649fb7,0.06205532739594678,es
359,opcionempleo::973519,opcionempleo,Gerente de Operaciones Logísticas,,Gerente de Operaciones,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar973519d867c1b81701b84e096ee18adb,0.06204047155150115,es
360,bumeran::1118211212,bumeran,Jede de Supply Chain,LA RURAL VIÑEDOS Y BODEGAS S.A LTDA.,Supply Chain,"Maipú, Mendoza",Presencial,https://www.bumeran.com.ar/empleos/jede-de-supply-chain-la-rural-vinedos-y-bodegas-s.a-ltda.-1118211212.html,0.06187815103100291,es
361,opcionempleo::05028615087,opcionempleo,Analista Control de Gestión (- Programa Jóvenes (Buenos Aires),Inspired Way,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard05028615087d1b8dcdecd2213177c0d,0.06183976028746863,es
362,opcionempleo::jobadar4221f5c109dfa6550d04e8b564ff0bcd,opcionempleo,Ingeniero electromecánico para mantenimiento (Buenos Aires),Adecco,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4221f5c109dfa6550d04e8b564ff0bcd,0.06182814539811989,es
363,opcionempleo::2584803,opcionempleo,Coordinador/a de supply chain. Vicente Lopez,Adecco,Supply Chain,"Vicente López, Provincia de Buenos Aires Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar19de670c1e0049cd786acf93b2584803,0.061772863548051296,es
364,opcionempleo::489811,opcionempleo,Gerente De Operaciones Fátima Bs As Buenos Aires (Argentina),Chocolates Rapanui,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar7a17d979e2d98a473e489811d9e22c3a,0.061645928783298574,es
365,opcionempleo::40364509,opcionempleo,Gerente de Operaciones Empresa de Maquinaria Agricola y Vial,ROGAS S.A.S,Gerente de Operaciones,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar6b56f5831f7aa8ca72d40364509d0ebb,0.061532206602890306,es
366,opcionempleo::8275147,opcionempleo,10OES / INGENIERO DE PROCESOS Y COSTOS / MAR DEL PLATA / PRESENCIAL (General Pueyrredón),Cona Consultores,Ingeniero Industrial,"General Pueyrredón, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ard5be5301fc4f8aa46fd31b8275147de6,0.06152853921823932,es
367,opcionempleo::2276800,opcionempleo,Jefe de Supply Chain (Maipú) (Argentina),LA RURAL VINEDOS Y BODEGAS,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar7c7d9187b2276800a48b5c4f4ba66b49,0.06151761073590887,es
368,opcionempleo::jobadar7ac4cd6dc2e4291a5c92a8cbd93fb796,opcionempleo,Analista Control de Gestión Ssr. Zona San Telmo,Grupo Gestión,Control de Gestión,"San Telmo, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar7ac4cd6dc2e4291a5c92a8cbd93fb796,0.0614162394267737,es
369,opcionempleo::5815543,opcionempleo,Asistente administrativo comercial - sector consumo masivo (Buenos Aires),Primer Precio,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4ab841af4d29ed5815543c9dbdf15a62,0.06141229190927166,es
370,opcionempleo::06989,opcionempleo,Ingeniero Mecánico Buenos Aires,Selektia Consultora,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar519a06989db5f476c3306192918e0c13,0.0610466678409962,es
371,opcionempleo::5540908,opcionempleo,Gerente de Administración y Operaciones (Rosario),INTERNATIONAL CAREER PROGRAM,Gerente de Operaciones,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar39dd2adb1e0dceaae7ff5540908ce688,0.0608852834749915,es
372,opcionempleo::jobadar92ccfc0e1bd8f0837be2c860aba366a3,opcionempleo,Coordinador Comercial,Cross Border Talents,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar92ccfc0e1bd8f0837be2c860aba366a3,0.06077938961199218,es
373,opcionempleo::47017,opcionempleo,Coordinador de Ventas- rubro Automotriz,Cross Border Talents,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb298bda5db2969b9554f39f0b47017c4,0.06077938961199218,es
374,opcionempleo::92003,opcionempleo,JEFE DE DEPOSITO/ALMACEN,Kando SRL,Excel / VBA,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar7a674f85ee92003cc1a6819ddbf88866,0.06072995105032074,es
375,opcionempleo::97445,opcionempleo,Asociado de Finanzas y Administración Empresarial - Programa de Inclusión Laboral (Buenos Aires),SAP,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar97445e94d075c425758ff6cb0ede923f,0.06064647014527894,en
376,opcionempleo::017180,opcionempleo,Analista de Control de Gestión (Córdoba),Motcor,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/arb7a017180be16c35ce121aa4a00c2455,0.06063656408862445,es
