rank_embed,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_embed
115,opcionempleo::60110,opcionempleo,Pasante Supply Chain Victoria,Cargill,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar133cd60110ac3ee911904266f4d4eda2,0.36596724
116,linkedin::4386472411,linkedin,"Python Developer - Make Healthcare Great Again - $200k , Full Remote, Python, TypeScript.",Venchr,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4386472411,0.36596578
117,opcionempleo::63566,opcionempleo,Pasante Supply Chain Rosario,Cargill,Supply Chain,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar82df5da01e63566ddc6f0bfd7222e1ff,0.36568767
118,opcionempleo::jobadar30fab460ea409dff4c666e449b4f644d,opcionempleo,Jefe de Business Intelligence (Bi) (Buenos Aires),Hucap,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar30fab460ea409dff4c666e449b4f644d,0.36567086
119,opcionempleo::62136,opcionempleo,Pasante de Gestión de Terceros - Supply Chain 3pm (Buenos Aires),Boehringer Ingelheim,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar62136c2037df1116680a9eda92b5ce21,0.36556405
120,opcionempleo::21431,opcionempleo,Gerente General De Operaciones,,Gerente de Operaciones,"San Isidro, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3f21431a12bda041fe23af47f03f33de,0.3654005
121,opcionempleo::jobadar26fc4000de3648de256eb2bcbda6120f,opcionempleo,Pasante Supply Chain Villa Mercedes,Cargill,Supply Chain,"Villa Mercedes, San Luis",,https://www.opcionempleo.com.ar/jobad/ar26fc4000de3648de256eb2bcbda6120f,0.36539274
122,linkedin::4372911235,linkedin,Machine Learning Engineer (Databricks + MLOps) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4372911235,0.36520028
123,opcionempleo::117417,opcionempleo,Pasante Supply Chain Villa Mercedes (Argentina),Cargill,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ardb047f91eac0108fb3b117417d7e37b0,0.3650949
124,linkedin::4356048880,linkedin,Data Scientist 5 - Availability,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4356048880,0.3644109
125,opcionempleo::764770,opcionempleo,Especialista de Business Intelligence (Buenos Aires),Banco Comafi,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar764770fb50bbca0c607d59b3431f722c,0.36401033
126,opcionempleo::36624,opcionempleo,Sr. Analyst - Business Intelligence,Philip Morris International,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar600b950ce1cffe36624e9247615428c6,0.3639895
127,opcionempleo::32429,opcionempleo,Analista De Supply Chain Alvear,NEO BIZ S. R. L.,Supply Chain,"Alvear, Corrientes",,https://www.opcionempleo.com.ar/jobad/arbc32429aa5da693ab4a6376c526a0b05,0.36367416
128,opcionempleo::917351,opcionempleo,Administrativo/a para el área de facturación y transporte,Grupo Gestión,Excel / VBA,"Escobar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar7c87d917351cee3175976cca61072085,0.36155146
129,opcionempleo::3985501,opcionempleo,Administrativo/a de Atención al Cliente,Pilares RRHH,Excel / VBA,"San Lorenzo, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar38c3b12bdf3985501beede23ca72abb4,0.3596844
130,linkedin::4383923771,linkedin,Process Engineer,Oklo Inc,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4383923771,0.3591901
131,opcionempleo::265379,opcionempleo,Analista de Liquidación de Sueldos,NEXO LABORAL,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar265379e6f635c80214a14ad1409b925f,0.35904053
132,opcionempleo::248861901,opcionempleo,Sub Gerente de Operaciones Hoteleria,,Gerente de Operaciones,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ard04eb4efd9dea7b248861901a67312f9,0.35859734
133,opcionempleo::jobadar9a078cc8fbd9039c1463dedebd74c07a,opcionempleo,Ingeniero PLC&dcs (Puerto Esperanza),Arauco US,Ingeniero Industrial,"Puerto Esperanza, Misiones",,https://www.opcionempleo.com.ar/jobad/ar9a078cc8fbd9039c1463dedebd74c07a,0.3584852
134,opcionempleo::45770634300,opcionempleo,Jefe/a de Compras,,Compras / Procurement,"Vicente López, Provincia de Buenos Aires Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb45770634300c9c9ea08e5a1cd49efb6,0.35815805
135,opcionempleo::jobadar0dcabfca6bb7d522c9420a57c3737cf7,opcionempleo,Pasantía Supply Chain Buenos Aires (Argentina),Direcciona,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar0dcabfca6bb7d522c9420a57c3737cf7,0.3580932
136,opcionempleo::01477,opcionempleo,Data entry,Adecco,Excel / VBA,Salta,,https://www.opcionempleo.com.ar/jobad/are4f8d01477fb3809059b6598fd606ce6,0.35802948
137,linkedin::4385266647,linkedin,Data Engineer (Senior) ID53687,AgileEngine,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4385266647,0.35757506
138,opcionempleo::964275,opcionempleo,Analista de Compras (Rosario),Leiva & Asociados,Compras / Procurement,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar0c8abfa0e5eaa5bfd580b8b68f964275,0.35754156
139,opcionempleo::06503,opcionempleo,Gerente de Operaciones de Complejo de Entretenimiento,Cines Dino,Gerente de Operaciones,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar6d488d6ea2475b7ab35d12a06503adbc,0.3572595
140,opcionempleo::254900430,opcionempleo,Analista Business Intelligence SR,MBRF,BI / Analytics,"Munro, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arf66ea536f46dc1a175f254900430aa38,0.35598278
141,opcionempleo::795700185,opcionempleo,Analista De Compras Para Ecommerce Buenos Aires,Dk,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar05ae0c74de2d795700185b5f88562b3f,0.35562208
142,linkedin::4378107140,linkedin,Project Engineer,Watson-Marlow - North America,Ingeniero Industrial,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4378107140,0.35554504
143,bumeran::1118210004,bumeran,Administrativo Contable (Compras),BAYTON,Compras / Procurement,"Billinghurst, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativo-contable-compras-bayton-1118210004.html,0.35474995
144,opcionempleo::jobadar5100a5c5751e7d6e1c938a3bcb8671cd,opcionempleo,Analista de Control de Gestión de Infraestructura (Barracas),Grupo Metropol,Control de Gestión,"Barracas, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar5100a5c5751e7d6e1c938a3bcb8671cd,0.35469684
145,opcionempleo::13778,opcionempleo,Contador Sr. para EMPRESA,Consejo,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc947bbc13778a855cfd746861ce5a90b,0.35445732
146,bumeran::1118208325,bumeran,Administrativo/a (Area Contable /Compras ),BAYTON,Compras / Procurement,"Billinghurst, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativo-a-area-contable-compras--bayton-1118208325.html,0.35408446
147,opcionempleo::377864,opcionempleo,Ingeniero de automatizacion industrial,TEKNIX ARG S R L,Ingeniero Industrial,Córdoba,,https://www.opcionempleo.com.ar/jobad/ara377864a615e44530964878034b8fef4,0.3540666
148,bumeran::1118199358,bumeran,Asistente de administración con orientación en compras,Confidencial,Compras / Procurement,"Buenos Aires, Argentina",Presencial,https://www.bumeran.com.ar/empleos/asistente-de-administracion-con-orientacion-en-compras-1118199358.html,0.35353577
149,linkedin::4377642832,linkedin,BI Report Developer,Kobie,BI / Analytics,"Detroit, Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4377642832,0.35098553
150,opcionempleo::jobadarcf71e3aa46f66dd14e653f7be383c9b5,opcionempleo,Business Development Representative (Buenos Aires),Payoneer,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcf71e3aa46f66dd14e653f7be383c9b5,0.35030735
151,linkedin::4397968213,linkedin,Controller,PushPress,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4397968213,0.34960344
152,linkedin::4370188995,linkedin,Senior Data Engineer,Launch Potato,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4370188995,0.34959918
153,linkedin::4370192809,linkedin,Lead Data Engineer,Launch Potato,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4370192809,0.34934163
154,bumeran::1118164481,bumeran,Analista de Compras en Recoleta,Adecco - Permanent Talent,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-en-recoleta-adecco-permanent-talent-1118164481.html,0.3483945
155,workana::desarrollo-de-aplicacion-web-para-transcripcion-y-minutado-automatico-de-reuniones-con-ia,workana,Desarrollo de Aplicación Web para Transcripción y Minutado Automático de Reuniones con Ia,Freelancer Sergio V.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-aplicacion-web-para-transcripcion-y-minutado-automatico-de-reuniones-con-ia,0.34835786
156,opcionempleo::jobadar02adc400af7e173b90fbc3b3ba90c788,opcionempleo,Supply Chain Finance Analyst (Mercedes) (Argentina),Mars,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar02adc400af7e173b90fbc3b3ba90c788,0.34811872
157,opcionempleo::809565061989,opcionempleo,Supply Chain Tech Lead,C&S Informática,Supply Chain,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar9efe16bc809565061989da620fb59cb7,0.34798872
158,opcionempleo::jobadar3a175f91fb691f322fb3472b6028c9fb,opcionempleo,Analista de Supply Chain & Customer Service,Newsan,Supply Chain,"Munro, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3a175f91fb691f322fb3472b6028c9fb,0.3474506
159,opcionempleo::91842159813,opcionempleo,Analista de Supply Chain,NEO BIZ S. R. L.,Supply Chain,"Santa Fe Alvear, Corrientes",,https://www.opcionempleo.com.ar/jobad/ar8fe561c24aca3b29c0c91842159813ae,0.3468402
160,opcionempleo::82572,opcionempleo,Senior Associate - Ingenieria de IA Generativa,PwC,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar298b82572a39f977cfb600cf4ca8d5f1,0.3465758
161,opcionempleo::033709,opcionempleo,Analista de Costos y Control de Gestión (Buenos Aires),Agro&Tec,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar033709c365bf4abdf89130d8a4d4c270,0.34625718
162,opcionempleo::76818073,opcionempleo,Analista De Control De Gestión San Isidro,GA.Ma Italy,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ard76818073ac33b1bd6f5c9c9e28e6b48,0.34607795
163,opcionempleo::40364509,opcionempleo,Gerente de Operaciones Empresa de Maquinaria Agricola y Vial,ROGAS S.A.S,Gerente de Operaciones,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar6b56f5831f7aa8ca72d40364509d0ebb,0.3457361
164,opcionempleo::85035,opcionempleo,Analista de Compras,IC Consultora de Recursos Humanos,Compras / Procurement,"Escobar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar85035c4aab84a8682cef59921ad1d474,0.34568745
165,linkedin::4387390397,linkedin,Data Analyst (Senior) ID54349,AgileEngine,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4387390397,0.3453657
166,bumeran::1118196711,bumeran,Jefe compras de Hacienda,Ceta Capital Humano,Compras / Procurement,"Buenos Aires, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/jefe-compras-de-hacienda-ceta-capital-humano-1118196711.html,0.3451602
167,opcionempleo::72882,opcionempleo,Ingeniero/a Eléctrico/a (Buenos Aires),Grupo Clave,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5409ebb4b09f933eb9eeeb72882fc91e,0.34457308
168,linkedin::4399485092,linkedin,Data Scientist AWS FP052KA,Coderio | Software Company,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399485092,0.3444109
169,opcionempleo::85412,opcionempleo,Ingeniero/a de Proyecto (Buenos Aires),Grupo Clave,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb2b861ac0b4dfe85412dc8cbb1f4f59b,0.34433568
170,opcionempleo::23835,opcionempleo,"Intern, Forensic Investigations and Intelligence (Buenos Aires)",Kroll,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7d5f23835b22a9fc02f820bf22034af7,0.34414792
171,opcionempleo::61488,opcionempleo,Programador Python Full Remoto San Salvador De Jujuy,Digital Solutions 324,Python Developer,"San Salvador de Jujuy, Jujuy",,https://www.opcionempleo.com.ar/jobad/ar3eb80b61488e75ec57fef662ed5c8e88,0.34393293
172,bumeran::1118218899,bumeran,Python Lead Engineer - Remoto - 1728,Aliantec,Python Developer,"Buenos Aires, Buenos Aires",Remoto,https://www.bumeran.com.ar/empleos/python-lead-engineer-remoto-1728-aliantec-1118218899.html,0.34392625
173,opcionempleo::84022,opcionempleo,auxiliar administrativo a Tareas generales de oficina y manejo de Excel,FEFER MEDIA S.R.L.,Excel / VBA,"Palermo, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arbf7f81e4be54ee90d8b84022f7dae022,0.34377474
174,linkedin::4394241890,linkedin,Entry-Level Data Analyst / Business Analyst (Remote),Prism Data Consulting,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4394241890,0.34357816
175,opcionempleo::35115,opcionempleo,Ey - Gerente de Proyectos de Consultoría en Data & Artificial Intelligence (Buenos Aires),EY,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are20b35115e7cce6b9825225188c60b50,0.34337297
176,opcionempleo::16706,opcionempleo,Analista Sr Finanzas (Buenos Aires),T&T Trabajo y Talento,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar16706c269360799eaad4621d0d73cbbb,0.34244844
177,opcionempleo::jobadar0def85dac89a9fd5abaf1c8d5a0b977a,opcionempleo,Gerente de Administración y Finanzas (Buenos Aires),GeoDigital,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0def85dac89a9fd5abaf1c8d5a0b977a,0.34200653
178,opcionempleo::724986,opcionempleo,TÃ©cnico QuÃmico - Planta Industrial Para Importante Empresa Alimenticia (Marcos Paz),FS SelecciA3n de Personal,Ingeniero Industrial,"Marcos Paz, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb724986b35b90a42324f6b433ba6bede,0.34196573
179,linkedin::4395468756,linkedin,Business Analyst,"Concorde, Inc",Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4395468756,0.34179443
180,opcionempleo::jobadarcfe941c0d9396d078d3d1b8ca9ac3cb7,opcionempleo,Analista de Compras (Quilmes),Sealed Air,Compras / Procurement,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcfe941c0d9396d078d3d1b8ca9ac3cb7,0.3413487
181,opcionempleo::23555564,opcionempleo,Analista Ssr De Business Intelligence Buenos Aires (Argentina),Coppel,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/are544d6e15a21c5d23555564a3fb2adea,0.34099576
182,linkedin::4395456311,linkedin,Payroll Operations Specialist,Atlantic Health Strategies™,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4395456311,0.34090722
183,opcionempleo::049844,opcionempleo,Analista de Compras Rubro Seguridad Electrónica,HR Oasis Consultora RRHH,Compras / Procurement,"Palermo, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ardcde049844a40fc87ce55613580d0dc3,0.34086353
184,linkedin::4398560068,linkedin,Procurement Specialist,LifeMD,Supply Chain,"Lancaster, Pennsylvania, Estados Unidos",,https://www.linkedin.com/jobs/view/4398560068,0.3403768
185,opcionempleo::jobadarf010a1307a7521c96b34ad41af0d0ab5,opcionempleo,"Senior Service Technician, 4 stroke (Buenos Aires)",Wärtsilä,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf010a1307a7521c96b34ad41af0d0ab5,0.34025034
186,opcionempleo::23305,opcionempleo,Programador Fsh/Fhir Senior En Salud | Python & Hl7,DaBrein Solutions,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard8e2c7c17d408f56a7f23305f39d45e2,0.33982253
187,opcionempleo::433311,opcionempleo,Ingeniero/a de Procesos de Manufactura (Inglés Avanzado),Siemens,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar974d5f7310c0c9cefc4c6ebacf433311,0.33968145
188,opcionempleo::jobadarb87a20bd3e5ceb803def8a125e48d362,opcionempleo,Gerente de finanzas (Mendoza),Manpower,Gerente de Operaciones,Mendoza,,https://www.opcionempleo.com.ar/jobad/arb87a20bd3e5ceb803def8a125e48d362,0.33963895
189,opcionempleo::1220414,opcionempleo,Gerente de Sistemas (Buenos Aires),GP Consultora,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfbb1220414e9f4e148bcc7dbcb8e0c22,0.33960497
190,opcionempleo::47553,opcionempleo,Jefe de Compras (Mendoza),Label Solutions,Compras / Procurement,Mendoza,,https://www.opcionempleo.com.ar/jobad/areb1c7b71d1854c47553ed46469362c77,0.33898082
191,opcionempleo::55093,opcionempleo,Gerente de Finanzas para Financiera Cautiva (Malvinas Argentinas),FARALLO ERIKA,Finanzas / CAPEX,"Buenos Aires, Argentina",,https://www.opcionempleo.com.ar/jobad/ar5a28be46c8c32ccb55093a3665ef9454,0.33875892
192,opcionempleo::15859,opcionempleo,Jefe de Administración y Finanzas (Buenos Aires),EMC & Asociados,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcc36d9b3dca7bf2f3aa2ae9ac15859a9,0.3383669
193,bumeran::1118219626,bumeran,Referente de compras,Grupo Médico Santa Bárbara,Compras / Procurement,"Avellaneda, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/referente-de-compras-grupo-medico-santa-barbara-1118219626.html,0.33835727
194,linkedin::4383749734,linkedin,Logistics Associate,CURE,Supply Chain,"Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4383749734,0.3381353
195,opcionempleo::8566863,opcionempleo,Encargado de Inyección,Dos Argentina,Excel / VBA,"Exaltación de la Cruz, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar1b7056d2c913ee5dfbc8566863c021ee,0.33799243
196,opcionempleo::jobadar860e425c13da487d91f8ae556c3dac91,opcionempleo,"Recepcionista, Compras y Servicios (Buenos Aires)",jauser cargo argentina,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar860e425c13da487d91f8ae556c3dac91,0.3378248
197,bumeran::1118211338,bumeran,Coordinador/a de Supply Chain- Vicente Lopez,Adecco - Permanent Talent,Supply Chain,"Vicente López, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/coordinador-a-de-supply-chain-vicente-lopez-adecco-permanent-talent-1118211338.html,0.33744878
198,opcionempleo::621467769,opcionempleo,Jefe Administración y Control de Gestión / Moreno,ADN Recursos Humanos,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar621467769d52e9900dbe3fb652881adc,0.3372253
199,bumeran::1118224166,bumeran,Analista de compras Jr.,Ceta Capital Humano,Compras / Procurement,CABA,Híbrido,https://www.bumeran.com.ar/empleos/analista-de-compras-jr.-ceta-capital-humano-1118224166.html,0.33671284
200,opcionempleo::jobadareffe1a962ec9b612ed286f953a4cecd5,opcionempleo,Analista de Planeamiento y Control de Gestión,ITBA,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/areffe1a962ec9b612ed286f953a4cecd5,0.33668053
201,linkedin::4384827695,linkedin,Controller (Part-Time),Specific Gravity Group,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4384827695,0.3365598
202,linkedin::4398581554,linkedin,Manufacturing Engineer (Electrical),"Crown Holdings, Inc.",Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4398581554,0.33606976
203,opcionempleo::5331839,opcionempleo,Analista Ssr. de Business Intelligence (Tigre),Coppel,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar04a3dd4130c72fdbb77e7d5331839b35,0.33576542
