rank_final,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_final,similitud_embed,similitud_tfidf,rank_embed,rank_tfidf
282,linkedin::4463570724,linkedin,Senior Data Scientist,StartX Med,Data Scientist,Argentina,,https://www.linkedin.com/jobs/view/4463570724,0.4375736718594811,0.36653668,0.0256276268559189,191,831
283,opcionempleo::99785,opcionempleo,Sr. Data Scientist Ml & Cloud Mlops — Remoto,MaxIT Consulting - Max Corporate Group,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar99785c98f246af68f258ee362c4ccefa,0.4374889034300314,0.32421124,0.0583237075385212,359,272
284,opcionempleo::341127,opcionempleo,Desarrollador Buenos Aires,Grupo Taraborelli,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar52a13ac486bf0557e2551d2e341127aa,0.4372878737010677,0.35590968,0.033672613438686,233,690
285,getonboard::especialista-rpa-datos-y-automatizacion-bc-tecnologia-santiago,getonboard,"Especialista RPA, Datos y Automatización",,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/especialista-rpa-datos-y-automatizacion-bc-tecnologia-santiago,0.43679917287171743,0.31145048,0.0677687791821088,421,164
286,opcionempleo::jobadar40fe9d6cfeb074a82d72fed3a6d08ef4,opcionempleo,Ai Engineer - Ingeniero De Inteligencia Artificial (Buenos Aires),ThinkBig HR,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar40fe9d6cfeb074a82d72fed3a6d08ef4,0.4365782508105512,0.3761669,0.0175581194550697,146,987
287,opcionempleo::63006,opcionempleo,Data Science (Python IA),mindIT HR Agency,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar71f41f63006f72e88bd0a2b2895a6389,0.4365195542163817,0.34990638,0.0378403812074047,262,629
288,getonboard::lider-tecnico-direccion-chilecompra-santiago-5f86,getonboard,Líder Técnico,,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/lider-tecnico-direccion-chilecompra-santiago-5f86,0.4364310145681736,0.3164091,0.0637034515128723,388,207
289,getonboard::ia-engineer-rag-generative-ai-improving-south-america-remote,getonboard,IA Engineer RAG & Generative AI,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ia-engineer-rag-generative-ai-improving-south-america-remote,0.43520887493165117,0.35412362,0.0337632860531916,242,688
290,opcionempleo::763278,opcionempleo,Ai Architect,Shifta,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ared97bb763278bcc697fc8ea1b0b21c9f,0.4349246903854787,0.33466,0.0486464887322137,315,434
291,bumeran::1118436307,bumeran,Desarrollador Full Stack (JAVA / React) Senior - Mix (Onsite - Remoto) - 1778,Aliantec,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-full-stack-java-react-senior-mix-onsite-remoto-1778-aliantec-1118436307.html,0.4342924151838242,0.32481676,0.0558698547166575,355,312
292,opcionempleo::62812732,opcionempleo,Desarrollador De Software Semi Senior– Node.Js & Typescript,Join Ready,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar71ccb62812732ae903d9c53ce32a463e,0.43412931314863096,0.36093336,0.0278238266409957,215,789
293,bumeran::1118399189,bumeran,Desarrollador/a RPG / COBOL Senior – AS/400,Confidencial,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-a-rpg-cobol-senior--as-400-1118399189.html,0.4340557260355709,0.34871617,0.0372310053466595,267,639
294,jobrapido::8710518820344692736,jobrapido,Desarrollador/A Backend (Rosario),Empresa reconocida,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/8710518820344692736?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53367539%252Fdesarrollador-a-backend-rosario&w=Python&p=4,0.4338761756856717,0.32903656,0.052346315671485,332,367
295,getonboard::content-writer-hma-remote,getonboard,SEO Specialist,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/content-writer-hma-remote,0.4334180617294428,0.37183475,0.0189472666958648,169,954
296,zonajobs::2188012,zonajobs,Analista Programador,Ferrovias S.A.C.,Software Engineer,CABA,Híbrido,https://www.zonajobs.com.ar/empleos/analista-programador-ferrovias-s.a.c.-2188012.html,0.4330729495011915,0.34031755,0.0431189198576233,294,538
297,opcionempleo::3110489,opcionempleo,Ingeniero Mecánico - Experiencia en Oficina Técnica ( Excluyente) (Bahía Blanca),Adecco,Ingeniero de Datos,"Bahía Blanca, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arc2c3110489fffe236493ce4d0abcaacb,0.4326503909156094,0.34444326,0.0396642568757554,283,606
298,opcionempleo::401434653,opcionempleo,Analista/Desarrollador Full Stack – Marketing Automation & Cloud (Freelance),OneInfo Consulting,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7a1f9185a401434653f5d20ac5c2bbc5,0.4326280749804311,0.33728272,0.0451907663424621,306,506
299,linkedin::4454142525,linkedin,Sr. Java Developer,Promtior,Desarrollador Backend,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4454142525,0.43244054117098124,0.3757058,0.015344956324924,153,1030
300,opcionempleo::65987,opcionempleo,Desarrollador Fullstack (SR)– Node.js / Java Spring Boot / React | Ref. 185160,Talent Connect,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb5b65987e82d03def3ad2e1d8c4ae5ca,0.4323322628929247,0.36775148,0.0214322509692449,183,908
301,opcionempleo::845661,opcionempleo,AI Tax Transformation Analyst (Buenos Aires),Despegar,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar39b6f845661a88dbc4722d2d06bd0d15,0.43206730244888075,0.3449658,0.0388977922396924,281,614
302,getonboard::fullstack-developer-java-angular-improving-remote,getonboard,Full-Stack Developer: Java + Angular,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/fullstack-developer-java-angular-improving-remote,0.4320195838468091,0.33401045,0.047344706442967,316,461
303,linkedin::4452784659,linkedin,Full Stack Engineer Sr,Accenture Argentina,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4452784659,0.4308817863353905,0.32906538,0.0504642002851942,331,404
304,opcionempleo::jobadar7377f38a0779b731bac43b5bea6b5cb2,opcionempleo,Desarrollador Backend (Ssr) – Computer Vision & Ai / Python / Azure Openai,Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7377f38a0779b731bac43b5bea6b5cb2,0.4308094994367822,0.34890193,0.035071043575703,265,673
305,opcionempleo::43609,opcionempleo,Ingeniero Industrial - para empresa líder en el rubro del caucho (Rosario),Ceta Capital Humano,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar43609fd44eec944c3223be48d7123153,0.43071801548703,0.23487663,0.1232397394003937,972,22
306,opcionempleo::2672699,opcionempleo,"Desarrollador Backend (SR) – Node.js / Java Spring Boot (Híbrido, CABA) | 185131",Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2672699d425cfb7baacd5b5dcb341492,0.4298863017094824,0.36698782,0.0205039350777305,188,920
307,linkedin::4461684214,linkedin,ANALISTA DE SEGUIMIENTO COMERCIAL,Banco Macro,Data Analyst,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4461684214,0.4298009852308038,0.2439936,0.1156160407177907,915,27
308,getonboard::arquitecto-de-datos-bice-vida-santiago-b551,getonboard,Arquitecto de Datos,,Machine Learning,Chile,Híbrido,https://www.getonbrd.com/jobs/arquitecto-de-datos-bice-vida-santiago-b551,0.42970536202031673,0.3097434,0.064683640508934,437,196
309,opcionempleo::90215,opcionempleo,Ingeniero Estimador de Costos Senior (Mendoza),WSP,Ingeniero de Datos,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar8e098e4a90215f77fee1cb6f040b1bb3,0.42925879222940466,0.21383627,0.1386131061244691,1090,12
310,opcionempleo::487118,opcionempleo,Ingeniero/a de IA (Senior) (San Nicolás),C\u0026S informatica,NLP Engineer,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara487118c2f22729895a7656fc42a4709,0.4289553429292931,0.3083799,0.0652727928596552,449,191
311,opcionempleo::21826699,opcionempleo,"Ingeniero Semi Senior especialista en Procesos, Métodos, Tiempos - Bell Ville",Consultores de Empresas,Ingeniero de Datos,"Bell Ville, Córdoba",,https://www.opcionempleo.com.ar/jobad/arba21826699e9a381e2d22916891c78ff,0.42878682291335557,0.26504022,0.098701609731595,752,42
312,opcionempleo::036010507,opcionempleo,Backend Software Engineer - Paygo Toll - Mercado Pago,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard0460f036010507e3de4ec343d6319fe,0.4287404523876821,0.36018935,0.0250524708417281,219,844
313,linkedin::4446841686,linkedin,Sr. Full-Stack Developer,Monks,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4446841686,0.42869636298924696,0.3771599,0.0118943559162051,138,1125
314,linkedin::4449830956,linkedin,Senior Data Scientist Engineer - Prevención de Fraude IT,Mercado Libre,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4449830956,0.4280085386572838,0.3394407,0.0406518631522122,297,587
315,getonboard::python-engineer-ml-infrastructure-improving-remote,getonboard,Python Engineer & ML Infrastructure,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/python-engineer-ml-infrastructure-improving-remote,0.42729645411217143,0.36504376,0.0203995696402828,198,922
316,opcionempleo::23082,opcionempleo,Desarrollador/A Backend,,Desarrollador Backend,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar76e00b3b0ce797bb23082d68713ba827,0.42721096069979003,0.3470931,0.0342355473444231,271,681
317,zonajobs::2188279,zonajobs,operador programador CNC-Carpinteria centro de trabajo,Oromanta,Software Engineer,"Luis Guillón, Buenos Aires",Presencial,https://www.zonajobs.com.ar/empleos/operador-programador-cnc-carpinteria-centro-de-trabajo-oromanta-2188279.html,0.42685875533964796,0.3581129,0.0254903729178575,224,836
318,getonboard::kam-control-de-gestion-bnp-paribas-cardif-santiago,getonboard,KAM Control de Gestión,,Ingeniero de Datos,Chile,Híbrido,https://www.getonbrd.com/jobs/kam-control-de-gestion-bnp-paribas-cardif-santiago,0.42640985027381983,0.18781629,0.1569762309409699,1226,6
319,getonboard::desarrollador-senior-backend-cloud-tcit-santiago,getonboard,Desarrollador Senior Back-end Cloud,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-senior-backend-cloud-tcit-santiago,0.4262181540718846,0.35055286,0.0309419728032021,259,742
320,getonboard::product-owner-salud-inexoos-santiago,getonboard,Product Owner Salud,,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/product-owner-salud-inexoos-santiago,0.42544608246542687,0.31140772,0.0607504556014045,423,243
321,getonboard::software-developer-full-stack-react-ror-rankmi-remote,getonboard,Software Developer Full-Stack React RoR,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/software-developer-full-stack-react-ror-rankmi-remote,0.42542105156683074,0.30851,0.0629769801239176,448,213
322,getonboard::desarrollador-full-stack-java-bc-tecnologia-santiago,getonboard,Desarrollador Full-Stack Java,,Full Stack,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-full-stack-java-bc-tecnologia-santiago,0.42529166525153755,0.34441608,0.0351147798651105,284,672
323,getonboard::ingeniero-a-de-datos-bc-tecnologia-remote-743c,getonboard,Ingeniero(a) de Datos,,Ingeniero de Datos,Remoto,Remoto,https://www.getonbrd.com/jobs/ingeniero-a-de-datos-bc-tecnologia-remote-743c,0.42447522737174737,0.32866615,0.0467939829551788,335,470
324,opcionempleo::65068,opcionempleo,Senior Ai Engineer – Azure Openai / Semantic Kernel / Python,Rocket Stars,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar81dc6b85e5738b9306a65068d281c097,0.42433202781752616,0.36359102,0.0196824011077994,204,943
325,opcionempleo::09391664,opcionempleo,Water Engineer – Ingeniero de Ventas Bs As - 0203 (Buenos Aires),Accel RH,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar09391664fecff0edebfc74a116db6b0a,0.42414517304477245,0.30003378,0.0687428908234168,507,158
326,jobrapido::4091445114570801152,jobrapido,Desarrollador/A Full Stack | Ia & Data (Buenos Aires),Reconocida empresa,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/4091445114570801152?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52760944%252Fdesarrollador-a-full-stack-ia-data-buenos-aires&w=Python&p=5,0.4240106392140308,0.32692987,0.0478488499886226,345,449
327,opcionempleo::jobadar4aa0a9d6564dbc789bc717b502fb785e,opcionempleo,Ingeniero de Datos (Senior) (Parque Patricios),C\u0026S informatica,Ingeniero de Datos,"Parque Patricios, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4aa0a9d6564dbc789bc717b502fb785e,0.4239960176039568,0.3368056,0.040198557467917,310,599
328,linkedin::4453117854,linkedin,"(1534) Senior Fullstack Software Engineer (React, Node.js & Python)",Nortal,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4453117854,0.42399055772099065,0.36023465,0.0220672592956453,218,898
329,linkedin::4440221383,linkedin,Ingeniero de Software,WeSpeak,Software Engineer,Argentina,,https://www.linkedin.com/jobs/view/4440221383,0.42280764403119225,0.31168708,0.0588955695586701,419,264
330,jobrapido::3271837811145179136,jobrapido,Desarrollador Full Stack Jr / Jr+ (Córdoba),Bellone Asociados,Desarrollador Full Stack,Córdoba,,https://ar.jobrapido.com/jobpreview/3271837811145179136?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52709228%252Fdesarrollador-full-stack-jr-jr-cordoba&w=Python&p=5,0.4227204300456062,0.31300786,0.0578194654578996,413,278
331,opcionempleo::1154330,opcionempleo,Lider de IA (Genesys Cloud y Dialog Flow) (San Nicolás),C\u0026S informatica,NLP Engineer,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/are060e1bfea2e56a8cc1154330a9e8cac,0.42247457993806775,0.3032726,0.0651992921593312,469,192
332,opcionempleo::jobadarab497f753d9422b4be51edd7aa3716d8,opcionempleo,Python Developer (Senior) - Fastapi / Sqlalchemy /,Talent Connect,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arab497f753d9422b4be51edd7aa3716d8,0.42232244980737554,0.31992477,0.0522204152670787,378,373
333,getonboard::tech-lead-factor-it-ciudad-de-mexico,getonboard,Tech Lead,,Machine Learning,Mexico,Híbrido,https://www.getonbrd.com/jobs/tech-lead-factor-it-ciudad-de-mexico,0.4223223325527279,0.2983111,0.0689436240281278,517,157
334,bumeran::1118436302,bumeran,Desarrollador Salesforce Sr. (Reglas de Negocio) - Mix (Onsite - Remoto) - Retiro - 1808,Aliantec,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-salesforce-sr.-reglas-de-negocio-mix-onsite-remoto-retiro-1808-aliantec-1118436302.html,0.4222269639095916,0.32570827,0.047686204907926,353,454
335,jobrapido::6886331104609959936,jobrapido,Desarrollador/a Full Stack | IA & Data (Buenos Aires),Empresa reconocida,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/6886331104609959936?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52730941%252Fdesarrollador-a-full-stack-ia-data-buenos-aires&w=Python&p=5,0.4207313516478791,0.32439655,0.0477722050045369,358,451
336,linkedin::4454114695,linkedin,Senior Applied AI Engineer,Nonconformist,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4454114695,0.42053448683511274,0.31644666,0.0538010508682818,387,337
337,getonboard::data-engineer-en-ambiente-gcp-factor-it-santiago,getonboard,Data Engineer en Ambiente GCP,,Data Scientist,Chile,Remoto,https://www.getonbrd.com/jobs/data-engineer-en-ambiente-gcp-factor-it-santiago,0.42042317532579443,0.3001047,0.066376283317642,506,175
338,opcionempleo::87151,opcionempleo,Backend AI Engineer (SR) – Python / Azure OpenAI / Semantic Kernel (Híbrido),Talent Connect,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/araaf025ef87151cae38aaa55e11666f67,0.42012116704002334,0.35565373,0.0232084035524704,235,875
339,opcionempleo::92168590,opcionempleo,"Desarrollador Web React Js Ui Dinámica, Apis Y Mysql Neuquén",Taraborelli,Desarrollador Backend,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar4d5d0bce34d3cc811b92168590fc3b0d,0.4199158855545704,0.37379122,0.0090472682968805,162,1205
340,opcionempleo::32111518,opcionempleo,Desarrollador/a Backend Python,Credencial Payments,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6228eabf32111518ea720f09acf2c1d2,0.4199031222507497,0.32890272,0.0437712040132324,333,525
341,zonajobs::2186850,zonajobs,Desarrollador Backend SSR,Grupo Financiero ST,Software Engineer,CABA,Híbrido,https://www.zonajobs.com.ar/empleos/desarrollador-backend-ssr-grupo-financiero-st-2186850.html,0.41938677022374815,0.3025598,0.0638329716843286,476,204
342,bumeran::1118383011,bumeran,Desarrollador Backend SSR,GST,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-backend-ssr-gst-1118383011.html,0.41938677022374815,0.3025598,0.0638329716843286,475,203
343,jobrapido::2357274123744313344,jobrapido,Empleo: Desarrollador Full Stack - Rosario,,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/2357274123744313344?redirectTo=https%253A%252F%252Fwww.goempleo.com%252Fview.php%253Fjob_id%253D1266248&w=Python&p=2,0.4193591679617361,0.24884199,0.1053792487869732,880,33
344,opcionempleo::053537,opcionempleo,Ingenieros/as Civiles O Industriales Para Empresa De Servicios Petroleros Neuquén,Manpower,Ingeniero de Datos,Neuquén,,https://www.opcionempleo.com.ar/jobad/ardd9e0094fbd2c3ae053537c13aa90266,0.41910314525691883,0.2666105,0.0914720913708044,735,55
345,linkedin::4443084563,linkedin,IA Engineer RAG & Generative AI,Improving South America,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4443084563,0.41909348092650794,0.32167697,0.0488591607425657,369,429
346,jobrapido::4148995391414599680,jobrapido,Empleo: Desarrollador JAVA Importante Fintech SSR o SR - Zona Rosario Centro,,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/4148995391414599680?redirectTo=https%253A%252F%252Fwww.goempleo.com%252Fview.php%253Fjob_id%253D1259523&w=Python&p=4,0.4186888325277223,0.2715812,0.0873687504363472,693,71
347,opcionempleo::671968,opcionempleo,Proyectista Instrumentación y Control (Bahía Blanca) / Ingeniero/a electrónico excluyente,Adecco,Ingeniero de Datos,"Bahía Blanca, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcd14cfce57e163c771f671968b746868,0.41802409713178895,0.2738955,0.0851652250660572,680,84
348,jobrapido::4668529564845080576,jobrapido,Desarrollador/A Full Stack - Semi Senior (Mendoza),Importante empresa del sector,Desarrollador Full Stack,Mendoza,,https://ar.jobrapido.com/jobpreview/4668529564845080576?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52798540%252Fdesarrollador-a-full-stack-semi-senior-mendoza&w=Python&p=5,0.4180079206544729,0.30851352,0.0583699582887739,447,270
