rank_optimizado,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_optimizado,similitud_tfidf
398,linkedin::4449859048,linkedin,Analista de NPS Commerce - Customer Experience,Mercado Libre,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4449859048,0.2732777382038899,0.0509198705275886
399,getonboard::product-manager-lemontech-santiago-341b,getonboard,Product Manager,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/product-manager-lemontech-santiago-341b,0.27302661143595164,0.0508730780497473
400,getonboard::consultor-sap-ariba-lisit-santiago,getonboard,Consultor SAP Ariba,,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/consultor-sap-ariba-lisit-santiago,0.27223232231051864,0.050725078071065
401,opcionempleo::00314630,opcionempleo,Senior Software Engineer (React / Java / Python) (Argentina),We Are TIMS,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/arf86fa4a00314630aa07148cfc059d49f,0.2719880504125295,0.050679562861883
402,opcionempleo::jobadar3baf64c49b9dc668ba346b364ac9051c,opcionempleo,Senior to Staff Software Engineer (Buenos Aires),Kavak,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3baf64c49b9dc668ba346b364ac9051c,0.27137885115540844,0.0505660506983896
403,getonboard::desarrollador-full-stack-senior-java-angular-bc-tecnologia-santiago,getonboard,Desarrollador Full-Stack Senior Java/angular,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-full-stack-senior-java-angular-bc-tecnologia-santiago,0.27137077273470844,0.0505645454453865
404,linkedin::4452784659,linkedin,Full Stack Engineer Sr,Accenture Argentina,Software Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4452784659,0.27083223840355375,0.0504642002851942
405,opcionempleo::11361,opcionempleo,Analista/Desarrollador Botmaker (SSR/ Senior) — Automatización de Canales Digitales (Medellín),FLEX TECH,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/arb277e87fa5e783a11361e504fb894596,0.27052902413272684,0.0504077023373039
406,getonboard::ingeniero-a-de-datos-big-data-aws-bc-tecnologia-remote,getonboard,Ingeniero/a de Datos | Big Data & AWS,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/ingeniero-a-de-datos-big-data-aws-bc-tecnologia-remote,0.27041644145396176,0.0503867247945884
407,getonboard::data-engineer-semi-senior-aws-data-governance-factor-it-bogota,getonboard,Data Engineer Semi Senior – AWS & Data Governance,,Data Analyst,Colombia,Remoto,https://www.getonbrd.com/jobs/data-engineer-semi-senior-aws-data-governance-factor-it-bogota,0.270400083505845,0.0503836768163459
408,opcionempleo::jobadar0ade31b4789fbaa24a81f7169c6334c3,opcionempleo,Software Engineer,Foundation Ai,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0ade31b4789fbaa24a81f7169c6334c3,0.269382061427413,0.0501939886523239
409,opcionempleo::jobadar455fee7afd65b0a9c4cc62f4389fa1c1,opcionempleo,Desarrollador/a Backend Ssr,Grupo ST,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar455fee7afd65b0a9c4cc62f4389fa1c1,0.2686373130607284,0.0500552196085794
410,opcionempleo::2787946,opcionempleo,Desarrollador Full Stack Sr. con IA Python Node.js Javascript (Monserrat),SOLUTIX S.A. [Soluciones en Talento IT],Python Developer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar20e2787946b3b302a32d5da2259f98c7,0.2685808880204583,0.0500447059247208
411,opcionempleo::jobadar26adbf50e89aafa45a9cbfc49bfb5e32,opcionempleo,Data Scientist Ssr/Sr - Id,Werben HR,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar26adbf50e89aafa45a9cbfc49bfb5e32,0.26822164713692576,0.0499777685320231
412,opcionempleo::70733,opcionempleo,Software Engineer,Foundation AI,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar456f6c70733bad0a80d85a922b9239b0,0.26802673653124715,0.0499414508177781
413,getonboard::programador-fullstack-contabilidad-c-d-agromanagement-remote,getonboard,Programador Full-Stack (Contabilidad),,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/programador-fullstack-contabilidad-c-d-agromanagement-remote,0.26789407737024695,0.0499167324219555
414,getonboard::qa-automation-engineer-sdet-fieldbeat-santiago,getonboard,QA Automation Engineer / SDET,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/qa-automation-engineer-sdet-fieldbeat-santiago,0.267654029166825,0.0498720042142392
415,opcionempleo::36078254,opcionempleo,Data Scientist SSR/SR,Werben HR,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar36078254c9c5993a9216724233cbdc5f,0.2674480975042675,0.0498336329452735
416,jobrapido::9043995886685782016,jobrapido,Desarrollador Full Stack | Ai & Automation (Avellaneda),Experis Argentina,Desarrollador Full Stack,Avellaneda,,https://ar.jobrapido.com/jobpreview/9043995886685782016?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52612107%252Fdesarrollador-full-stack-ai-automation-avellaneda&w=Python&p=5,0.2672090822525208,0.0497890972075546
417,opcionempleo::204093,opcionempleo,Python Software Development Sr. (San Nicolás),C\u0026S informatica,Python Developer,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar204093d8055451bc2dbc7453b499d148,0.2670127173857503,0.049752508520683
418,opcionempleo::16151,opcionempleo,Software Engineer Ios - Demanda - Marketplace,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7cadb181e0f87dee77b16151b5f7713f,0.2664371680647498,0.0496452663534278
419,opcionempleo::0998384747,opcionempleo,Sr Software Engineer Backend Buenos Aires,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara3e0998384747b1d4ed58e9444c1248f,0.26627797091306404,0.0496156031309294
420,jobrapido::2043074262197075968,jobrapido,Desarrolladores Full Stack Senior o Semi Senior (Neuquén),Estudio Sanchez Salas y Asoc.,Desarrollador Full Stack,Neuquén,,https://ar.jobrapido.com/jobpreview/2043074262197075968?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53022410%252Fdesarrolladores-full-stack-senior-o-semi-senior-neuquen&w=Python&p=5,0.2660619248955403,0.0495753472531085
421,linkedin::4458009545,linkedin,Senior Software Engineer,Mercado Libre,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4458009545,0.26540976896562224,0.049453830968125
422,opcionempleo::99245,opcionempleo,Senior Python Developer (Buenos Aires),Accusys Technology,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3a2e7de5edfdf5ab90ac1755d2e99245,0.26489907440596056,0.0493586731955672
423,opcionempleo::3290832,opcionempleo,Senior Python Engineer (LLM & AI Agents) (Buenos Aires),B&B Consultores,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arce40e4ce1a3290832d3e809beee5415f,0.26441545438969494,0.0492685602256098
424,bumeran::1118428803,bumeran,Data Engineer GCP - Remoto - 1775,Aliantec,Data Engineer,"Buenos Aires, Buenos Aires",Remoto,https://www.bumeran.com.ar/empleos/data-engineer-gcp-remoto-1775-aliantec-1118428803.html,0.263882001902175,0.0491691619658918
425,getonboard::tech-lead-senior-factor-it-bogota,getonboard,Tech Lead Senior,,Software Engineer,Colombia,Híbrido,https://www.getonbrd.com/jobs/tech-lead-senior-factor-it-bogota,0.26347647416388387,0.0490935999385388
426,opcionempleo::jobadar9cdaf37f8fd7bbcd30e2b6c302ed9cda,opcionempleo,Data Scientist Project Leader It Fraude (Buenos Aires),,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9cdaf37f8fd7bbcd30e2b6c302ed9cda,0.2632977894770696,0.0490603056015114
427,opcionempleo::59187,opcionempleo,Data Engineer (Buenos Aires),Talent Connect,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf99c1b8328ec59187b27f8b8b63e7a85,0.2627961423716579,0.0489668336420829
428,linkedin::4446844125,linkedin,Semi senior - Ingenieria de IA Generativa,PwC Argentina,Machine Learning Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4446844125,0.26265889422426,0.0489412601799283
429,linkedin::4443084563,linkedin,IA Engineer RAG & Generative AI,Improving South America,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4443084563,0.2622182813884888,0.0488591607425657
430,jobrapido::6740903718125830144,jobrapido,Desarrollador Full Stack (Buenos Aires),Web:,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/6740903718125830144?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53248740%252Fdesarrollador-full-stack-buenos-aires&w=Python&p=4,0.2615731692373491,0.0487389569256441
431,opcionempleo::jobadar53deee0dd82b5623ecdee884e1a03d77,opcionempleo,Desarrollador Full Stack Junior Presencial,Bellone Asociados,Desarrollador Full Stack,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar53deee0dd82b5623ecdee884e1a03d77,0.2612059568880525,0.0486705342088681
432,getonboard::senior-cybersecurity-specialist-factor-it-santiago,getonboard,Senior Cybersecurity Specialist,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-cybersecurity-specialist-factor-it-santiago,0.26118445396605056,0.0486665275670849
433,opcionempleo::20118,opcionempleo,Desarrollador Full Stack Junior (Presencial),Julio Bellone Y Asociados,Desarrollador Full Stack,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar2ba2b83b9c20118c1bd03e8ae68c55c0,0.261183290298588,0.0486663107408007
434,opcionempleo::763278,opcionempleo,Ai Architect,Shifta,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ared97bb763278bcc697fc8ea1b0b21c9f,0.26107690916255627,0.0486464887322137
435,opcionempleo::jobadar649b54a3a39a57f375fabd2471c0c00d,opcionempleo,Tech Lead especializado en Data & AI (Argentina / Remoto),We Are TIMS,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar649b54a3a39a57f375fabd2471c0c00d,0.26099166678120567,0.0486306055100736
436,getonboard::desarrollador-fullstack-django-next-js-expressdent-santiago,getonboard,Desarrollador Full-Stack Django + Next.JS,,Backend,Chile,Remoto,https://www.getonbrd.com/jobs/desarrollador-fullstack-django-next-js-expressdent-santiago,0.2607780067491279,0.048590794213179
437,linkedin::4458562126,linkedin,Senior AI Platform Engineer - Personal Pay,Personal,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4458562126,0.2602342386446376,0.0484894738434348
438,opcionempleo::93573,opcionempleo,Desarrollador Full Stack Junior (Presencial),Bellone Asociados,Desarrollador Full Stack,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar4205dd1dded93573b31b91ae52349173,0.2600315119342329,0.0484516997535505
439,getonboard::desarrollador-web-weyland-ingenieria-limitada-santiago,getonboard,Desarrollador Web,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-web-weyland-ingenieria-limitada-santiago,0.25927679734549935,0.0483110737025733
440,linkedin::4459871355,linkedin,Data Architect Databricks,hiberus,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4459871355,0.25915736198853345,0.0482888192995872
441,getonboard::full-stack-developer-react-ror-rankmi-ciudad-de-mexico-santiago-lima-58b2,getonboard,Full-Stack Developer React + RoR,,Python Developer,"Peru, Mexico, Chile",Híbrido,https://www.getonbrd.com/jobs/full-stack-developer-react-ror-rankmi-ciudad-de-mexico-santiago-lima-58b2,0.25868384034176706,0.0482005879599112
442,opcionempleo::6696375,opcionempleo,Ingeniero de Datos (Rincón de los Sauces),Talent Connect,Ingeniero de Datos,Argentina,,https://www.opcionempleo.com.ar/jobad/ar5f357ef6d6b52a9a14eece06d6696375,0.25855556216676795,0.0481766858736842
443,linkedin::4456281446,linkedin,"Ingeniero de Datos, Sistemas",GDN AR,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4456281446,0.25852180439567324,0.0481703957845436
444,opcionempleo::8651722,opcionempleo,Ingeniero/a de Desarrollo de Software – IBM Informix (Semi Senior / Senior) (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb93f8651722fc26da5b25dfefaf68640,0.25845616047722175,0.048158164346116
445,getonboard::desarrollador-a-senior-full-stack-penta-financiero-santiago,getonboard,Senior Full-Stack Developer,,Backend,Chile,Remoto,https://www.getonbrd.com/jobs/desarrollador-a-senior-full-stack-penta-financiero-santiago,0.25786986950471763,0.0480489206857739
446,getonboard::react-native-mobile-engineer-senior-prontopaga-santiago,getonboard,React Native Mobile Engineer (Senior),,Software Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/react-native-mobile-engineer-senior-prontopaga-santiago,0.2578403654097102,0.0480434231845589
447,jobrapido::2080742087455670272,jobrapido,Anuncios Google,Empresa líder,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/2080742087455670272?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52859630%252Fdesarrollador-a-backend-rosario&w=Python&p=4,0.2570420695280491,0.0478946766265551
448,jobrapido::7366383653733007360,jobrapido,Desarrollador/A Backend (Rosario),Importante grupo,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/7366383653733007360?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52835223%252Fdesarrollador-a-backend-rosario&w=Python&p=4,0.25680180817132,0.04784990870196
449,jobrapido::4091445114570801152,jobrapido,Desarrollador/A Full Stack | Ia & Data (Buenos Aires),Reconocida empresa,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/4091445114570801152?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52760944%252Fdesarrollador-a-full-stack-ia-data-buenos-aires&w=Python&p=5,0.2567961262482661,0.0478488499886226
450,bumeran::1118385856,bumeran,Desarrollador/a Android Senior,Confidencial,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-a-android-senior-1118385856.html,0.2564505690551546,0.0477844622794416
451,jobrapido::6886331104609959936,jobrapido,Desarrollador/a Full Stack | IA & Data (Buenos Aires),Empresa reconocida,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/6886331104609959936?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52730941%252Fdesarrollador-a-full-stack-ia-data-buenos-aires&w=Python&p=5,0.256384786477002,0.0477722050045369
452,opcionempleo::11769,opcionempleo,Cro Analyst (Buenos Aires),Assist Card,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar76acc230b122f2935aac11769ee6a9e7,0.2563124763401889,0.0477587314489207
453,opcionempleo::jobadar93af691d2f69c6de7698bbb05c0bb39f,opcionempleo,Desarrollador/a Backend Ssr,Cosys Global,Desarrollador Backend,Argentina,,https://www.opcionempleo.com.ar/jobad/ar93af691d2f69c6de7698bbb05c0bb39f,0.25630737790056213,0.0477577814561134
454,bumeran::1118436302,bumeran,Desarrollador Salesforce Sr. (Reglas de Negocio) - Mix (Onsite - Remoto) - Retiro - 1808,Aliantec,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-salesforce-sr.-reglas-de-negocio-mix-onsite-remoto-retiro-1808-aliantec-1118436302.html,0.2559232395083308,0.047686204907926
455,getonboard::applied-scientist-neuralworks-santiago-e3c8,getonboard,Applied Scientist,,Data Scientist,Chile,Híbrido,https://www.getonbrd.com/jobs/applied-scientist-neuralworks-santiago-e3c8,0.25557639017481143,0.047621576434083
456,getonboard::especialista-en-integracion-de-hardware-tolveet-araucania,getonboard,Especialista en Integración de Hardware,,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/especialista-en-integracion-de-hardware-tolveet-araucania,0.2555581986030065,0.0476181867965403
457,jobrapido::5653279529033007104,jobrapido,Desarrollador SSR Full Stack (Buenos Aires),Taynes Consultores,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/5653279529033007104?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52565390%252Fdesarrollador-ssr-full-stack-buenos-aires&w=Python&p=5,0.25526933891140774,0.0475643635389507
458,getonboard::business-analyst-data-science-dsac-chile-santiago,getonboard,Business Analyst,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/business-analyst-data-science-dsac-chile-santiago,0.25512016380933356,0.0475365677260408
459,opcionempleo::187652,opcionempleo,Desarrollador Ssr,GrupoMulti,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are2c187652c03dd3b876714d5d27f4770,0.2547236934855136,0.0474626933677062
460,opcionempleo::59021,opcionempleo,SR People & Culture Data Analyst - Esquema híbrido 3,Michael Page,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar96bb5d59021a93200aab2d628d49b802,0.2542333382234021,0.0473713254186616
461,getonboard::fullstack-developer-java-angular-improving-remote,getonboard,Full-Stack Developer: Java + Angular,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/fullstack-developer-java-angular-improving-remote,0.2540904789938763,0.047344706442967
462,linkedin::4452787570,linkedin,Full Stack Engineer Specialist,Accenture Argentina,Python Developer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4452787570,0.25356897045047266,0.0472475336996485
463,linkedin::4458868854,linkedin,Desarrollador Ssr,Grupo Multi,Desarrollador Full Stack,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4458868854,0.25347941721025835,0.0472308472347099
464,bumeran::1118414039,bumeran,Desarrollador/a Frontend SSr.,GST,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-a-frontend-ssr.-gst-1118414039.html,0.2533624284024117,0.0472090486974859
465,getonboard::especialista-seo-tecnico-ecommerce-interfell-remote,getonboard,Especialista SEO Técnico – E-commerce,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/especialista-seo-tecnico-ecommerce-interfell-remote,0.2530815421327669,0.0471567111284717
466,opcionempleo::5658095,opcionempleo,Data Analyst Senior (Buenos Aires),KPMG,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard712a5658095c38ba5bf50cb44ed648f,0.25304925001198625,0.0471506941341127
467,opcionempleo::jobadar4729f6623c480b8771adf4258d8fd452,opcionempleo,Hardware / Software Engineer – Creative Technology (Hibrido) - Id,Werben HR,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4729f6623c480b8771adf4258d8fd452,0.2517051321865777,0.0469002445142737
468,getonboard::frontend-engineer-cumplo-santiago,getonboard,Front-end Engineer,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/frontend-engineer-cumplo-santiago,0.2515301620747041,0.0468676423143969
469,opcionempleo::23340460,opcionempleo,Ingeniero de datos + Ingles (Buenos Aires),Join ready,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8829ac5c2e23340460d7f7b6dc612402,0.2511391730748971,0.0467947892917587
470,getonboard::ingeniero-a-de-datos-bc-tecnologia-remote-743c,getonboard,Ingeniero(a) de Datos,,Ingeniero de Datos,Remoto,Remoto,https://www.getonbrd.com/jobs/ingeniero-a-de-datos-bc-tecnologia-remote-743c,0.251134845612268,0.0467939829551788
471,opcionempleo::499297,opcionempleo,Staff Software Engineer: Tech Architect & Aws Lead,Crombie,Software Engineer,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar0bade0aae310affc499297bf540addcd,0.2510654183962506,0.0467810465745064
472,linkedin::4464346291,linkedin,Data Scientist [SSr/Sr],etermax,Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464346291,0.25096066298805386,0.0467615274879628
473,bumeran::1118338178,bumeran,Especialista en Machine Learning,Bumeran Selecta,Machine Learning Engineer,"La Falda, Córdoba",Híbrido,https://www.bumeran.com.ar/empleos/especialista-en-machine-learning-bumeran-selecta-1118338178.html,0.2508243614264139,0.0467361304032349
